,Age,Gender,Income,Vintage,Transaction_Status,Product_Holdings,Credit_Card,Credit_Category,Is_Churn,Balance
1521,48,1,3,3,1,2,1,0,0,-1.5716852291758348
1522,29,1,0,3,0,0,1,1,0,1.1988140254667363
1523,36,0,0,1,1,1,0,1,0,0.970007270733968
1524,47,1,1,0,1,0,1,0,0,0.26830419997400246
1525,49,1,0,0,1,0,0,0,0,1.3484429641417668
1526,36,1,3,2,0,0,1,0,0,0.47044487905467514
1527,45,0,1,1,1,0,1,1,1,-0.6593987711451252
1528,63,1,0,0,1,0,1,0,0,1.4700373047618143
1529,31,1,3,0,0,0,0,0,1,1.3933506919770533
1530,28,0,3,4,1,0,0,0,0,1.1338613343472568
1531,28,0,1,3,1,1,1,0,0,-3.1242174121707516
1532,39,1,3,3,1,1,1,2,1,0.6716733083535419
1533,32,0,1,2,1,2,1,0,1,-1.2519901764427794
1534,42,0,2,2,1,0,0,0,0,0.3722176029271274
1535,24,1,3,2,0,1,1,0,0,-0.09036301058969992
1536,42,0,1,0,0,0,1,1,0,-0.48843451460930787
1537,30,1,1,4,1,0,1,0,0,1.020215157565069
1538,31,1,0,2,0,0,0,1,0,0.21745866417810417
1539,63,1,0,2,0,0,1,2,1,-0.31082370204949217
1540,27,0,1,0,1,0,1,2,1,0.9445825229974888
1541,48,1,2,3,1,2,1,1,0,0.4262624764768418
1542,48,0,0,0,0,0,1,2,1,1.232790208005203
1543,30,1,2,1,0,1,0,0,0,-0.8930664126139837
1544,41,0,3,0,1,0,1,0,0,0.21208995519201898
1545,45,1,0,1,1,0,1,0,1,1.43005690681568
1546,67,0,2,4,1,1,0,0,0,0.3304927360867412
1547,34,1,2,1,0,0,1,2,0,0.6261496351223789
1548,32,0,0,0,1,0,0,2,1,-0.8219605117923999
1549,54,1,1,0,0,1,1,2,0,-1.5735784409327513
1550,56,0,1,2,1,0,0,2,0,0.38628027821117406
1551,39,0,3,5,1,1,0,0,1,0.35322010209521176
1552,40,1,3,1,1,0,1,1,0,0.5579286601625403
1553,27,1,3,3,1,0,0,2,0,0.5127835080752012
1554,53,0,3,0,0,0,0,2,1,1.300955620222877
1555,50,1,2,5,1,0,0,2,1,0.4033484946215051
1556,41,0,3,3,0,1,1,1,0,0.5258159758056986
1557,63,1,2,0,0,0,0,2,0,0.3890144820309476
1558,29,1,2,0,1,1,0,1,0,-1.0426678712991482
1559,51,0,3,4,1,1,1,1,0,-2.320390824591191
1560,36,1,3,1,0,1,1,0,0,0.7826252710440881
1561,31,1,1,1,1,0,0,2,0,0.26583411049794614
1562,47,1,3,3,0,1,0,2,0,-0.6194078878631085
1563,44,1,0,3,1,1,0,2,0,0.6841459903555833
1564,47,0,1,0,1,1,1,2,0,0.6377235532354125
1565,38,0,0,1,0,0,0,1,0,0.5793098905027633
1566,52,1,3,1,0,0,1,1,0,0.7641399290167225
1567,46,0,1,0,1,0,1,2,0,0.0054150412962435035
1568,39,1,1,3,0,0,0,2,0,1.0759993113186748
1569,35,0,1,4,0,2,0,0,1,0.49575418625108003
1570,26,1,3,2,1,0,0,2,1,1.0360578599408616
1571,59,1,0,4,1,0,0,1,0,-0.14683752519039203
1572,32,1,2,4,1,1,1,1,0,-0.29053005803384063
1573,35,1,3,1,0,0,0,0,1,0.6351081752396582
1574,46,0,1,4,1,0,1,1,0,1.0490636616155733
1575,39,0,0,2,1,1,1,0,1,0.8429450849807324
1576,43,0,1,3,0,1,1,2,0,-1.3068961843213673
1577,60,0,0,2,1,0,0,2,0,0.48579616782748397
1578,33,0,2,3,1,1,0,0,0,-1.8824311552081128
1579,33,0,3,4,0,0,0,2,0,0.580337031162758
1580,36,1,1,4,0,1,1,0,1,-1.5322221343956204
1581,35,1,0,1,1,1,1,2,0,0.9508065918292956
1582,43,1,2,1,0,0,1,1,0,-1.3954745294632465
1583,41,0,3,1,1,1,1,2,1,0.8497033516351133
1584,34,1,2,3,1,1,1,2,0,0.08096526563215617
1585,61,0,0,0,0,1,1,2,0,-2.3038929603696654
1586,39,1,0,2,1,1,1,2,0,0.606917973311108
1587,41,0,0,3,1,0,0,2,0,0.3246536192313476
1588,35,1,2,1,1,1,0,2,1,-1.0298191977659654
1589,34,0,0,4,0,1,1,1,0,0.43361517402007216
1590,58,1,2,1,0,0,0,1,0,0.590787794807572
1591,40,1,0,4,1,1,1,1,1,-0.4836776927952984
1592,55,0,2,4,1,1,1,2,0,-0.14790123202327918
1593,38,0,1,2,1,1,1,1,0,-0.6868377882669917
1594,52,0,2,4,0,1,1,0,0,-2.0492771871238573
1595,57,1,1,4,0,0,1,2,0,-1.8423059280497656
1596,52,0,3,4,0,0,1,0,0,0.8063884868962923
1597,40,1,1,0,1,1,1,2,0,-0.09544107755407419
1598,54,0,3,1,1,0,1,1,1,1.0132725764697068
1599,55,1,2,1,1,0,0,1,0,-0.3455534791512885
1600,27,0,2,1,0,0,1,0,0,0.05735311367718511
1601,58,1,1,1,1,2,0,2,0,0.36880464082864445
1602,54,1,2,1,1,1,0,2,0,-1.2698661248650172
1603,36,0,1,3,1,0,1,0,0,0.6679093954226626
1604,44,0,1,3,1,0,1,2,0,0.1907095041780612
1605,30,0,1,4,0,0,1,2,0,1.0206817730307038
1606,28,0,2,2,0,0,1,0,0,0.6297685640735674
1607,24,1,0,1,1,1,1,1,0,0.1893846391093247
1608,46,0,2,2,0,0,0,0,0,0.5205247422067565
1609,45,1,1,3,1,0,1,0,0,-2.1208965027376414
1610,32,0,3,1,0,2,1,2,0,-2.0575470146782653
1611,66,1,1,3,1,0,1,2,0,-0.02923536534152501
1612,39,1,3,1,0,1,1,2,1,0.7067225914618064
1613,42,0,2,0,0,1,1,2,1,1.0422543149202883
1614,49,1,2,1,1,1,1,0,0,-0.22672999037128505
1615,32,1,3,1,1,1,0,0,0,0.7905361771708762
1616,38,1,0,0,1,0,1,0,0,0.9995955297264685
1617,42,0,3,0,1,1,0,0,1,0.4271395191666406
1618,38,1,0,1,1,0,0,0,0,1.2999929553975045
1619,43,1,0,3,0,1,0,0,0,0.06427474197328238
1620,39,1,1,2,1,0,0,2,0,0.8278235509786896
1621,55,0,1,1,1,0,1,2,1,-0.5500941697662244
1622,38,1,1,3,0,0,1,0,0,0.9215733765696288
1623,39,0,3,1,1,0,1,0,1,-0.8608238134313532
1624,38,0,1,2,0,0,0,0,0,0.4900942140604736
1625,42,1,1,4,0,0,0,2,0,-0.17636435666319367
1626,37,1,2,2,0,0,1,2,0,0.6224570089908682
1627,31,1,1,3,0,1,1,2,0,-1.6649879689581972
1628,45,0,3,0,0,0,0,2,1,0.8009000296928783
1629,33,1,3,2,0,0,0,1,1,-0.2464835598048019
1630,37,0,2,2,0,1,1,2,0,-0.2955076269654664
1631,47,1,2,1,1,1,1,2,1,-0.5066887041732173
1632,30,1,1,1,0,1,1,2,0,0.18390432674750268
1633,35,1,2,0,0,0,1,2,0,1.3518289906913858
1634,34,1,0,4,0,1,0,2,0,0.7199858150187002
1635,57,1,1,0,1,1,1,2,0,-0.3747023883536181
1636,68,1,2,0,1,1,1,0,0,-0.45172921782582776
1637,41,0,0,4,1,1,1,2,0,-1.677159365309615
1638,41,0,3,4,1,2,1,0,1,-2.358940627416613
1639,50,1,3,2,1,1,1,1,0,0.05995761297504237
1640,43,0,3,4,0,0,1,2,0,0.007986007779333932
1641,35,1,3,3,0,1,1,1,0,0.4283663621151503
1642,42,0,1,3,1,0,1,2,0,1.1021002725935254
1643,30,1,0,3,1,1,0,1,0,0.15605733568288452
1644,39,1,0,3,1,0,1,0,0,0.9456120164575703
1645,34,1,1,3,1,0,1,1,0,0.04858008351230361
1646,43,1,0,2,1,0,0,1,0,1.0644259577550947
1647,47,0,1,4,0,0,1,0,0,-0.4979546093260533
1648,49,1,3,4,1,1,1,0,0,0.5397317786209865
1649,42,0,0,1,1,2,1,2,1,-0.20448773132719392
1650,39,0,3,3,1,0,1,0,0,-0.7710796940320244
1651,43,1,0,0,1,0,1,0,0,-1.5105994673424594
1652,32,0,0,2,1,0,1,2,0,-0.24965113135208544
1653,42,1,1,3,1,0,1,2,0,1.0624375575598668
1654,23,1,3,2,1,0,1,0,0,0.6213538069692134
1655,49,0,1,3,1,1,0,2,0,-0.9587918681070211
1656,36,0,3,4,0,1,0,1,0,0.48852695236485205
1657,35,1,1,2,0,1,0,2,0,-2.9696095647564125
1658,44,0,3,4,1,1,0,2,1,0.3129847539097892
1659,40,0,0,3,0,0,0,0,0,0.9213367189739763
1660,25,0,3,0,0,1,1,2,0,-0.7795033845603404
1661,39,0,1,0,0,0,0,0,0,-0.049476918805236754
1662,42,0,0,3,1,1,0,1,0,-2.9794042134439938
1663,35,1,0,2,0,2,0,1,0,0.2294125089740617
1664,44,0,0,4,1,0,0,0,0,0.2688515503029102
1665,27,1,1,1,1,1,1,0,0,0.611774693193781
1666,31,1,3,5,0,2,1,1,1,0.2625606195899158
1667,38,1,2,2,0,0,1,2,0,0.19312059487523672
1668,40,1,1,0,0,0,0,0,0,0.28774755477290487
1669,31,0,0,4,0,1,1,0,0,1.2457186032560694
1670,52,1,1,4,1,0,0,2,0,1.0675592004228116
1671,35,0,1,1,0,0,1,0,1,0.4200604051968807
1672,28,0,1,0,0,1,1,1,0,-1.2251821679634791
1673,47,1,1,3,1,1,1,2,1,-2.596776554712229
1674,48,0,2,3,1,1,1,0,0,0.1778579442016112
1675,58,1,0,4,0,0,1,2,1,0.12899214370825435
1676,31,0,1,2,0,2,0,2,0,0.5596905753140268
1677,54,1,0,4,1,1,1,1,0,1.0388013438091706
1678,45,1,0,1,0,0,1,2,0,0.7241050349993683
1679,57,0,3,0,0,2,0,0,0,0.8517536325927957
1680,48,1,2,1,0,1,1,1,0,0.37702687538359825
1681,38,0,1,3,0,1,1,0,0,0.29080816309254875
1682,43,0,2,1,0,1,0,2,0,-0.3461967090027135
1683,35,1,1,1,0,0,0,2,0,0.6044456597811666
1684,44,1,1,1,0,0,0,2,0,-0.5249012648172956
1685,41,0,0,3,0,0,1,2,1,1.1714084362081798
1686,64,1,2,4,0,0,0,2,1,0.24171676835552983
1687,39,1,3,4,1,0,0,2,0,0.29414134229922506
1688,62,0,1,3,0,0,0,0,0,0.3324408565628348
1689,37,1,2,1,1,0,1,1,1,0.07038482047196722
1690,42,0,0,1,1,1,0,2,0,0.6859693151237539
1691,44,0,1,4,0,0,1,2,0,0.864007013115687
1692,50,0,2,5,1,0,1,0,0,-0.6772688382655012
1693,35,1,2,4,1,0,1,2,1,-1.9783221158676805
1694,52,1,0,3,1,0,0,2,0,0.7411107691918913
1695,35,1,0,2,0,1,0,0,0,1.0647145789134471
1696,30,1,3,3,1,1,1,0,0,-1.2485018239951682
1697,33,0,3,3,1,1,1,2,0,-1.1865150182799415
1698,47,1,0,3,1,0,1,2,0,1.0883646563014642
1699,29,1,3,0,1,0,0,2,0,1.0096004969989958
1700,65,0,0,4,1,1,1,1,0,0.2184605164635447
1701,34,0,1,4,0,1,0,1,0,0.5865993171733701
1702,35,1,0,5,1,1,0,2,0,-0.4697158140050099
1703,55,1,3,0,1,1,1,2,1,0.8844405040227579
1704,56,0,2,3,1,0,1,2,1,-2.4358968684706452
1705,45,1,3,3,1,1,1,2,1,-0.722391434679683
1706,60,1,2,0,1,0,0,2,1,-0.09621306701376993
1707,27,1,1,1,0,2,1,0,0,-0.10444169899400231
1708,48,1,1,0,1,0,0,0,0,0.34574243550245537
1709,42,1,1,2,1,1,1,0,0,0.03698306294153179
1710,55,0,3,2,0,0,1,1,1,0.2905587004249783
1711,31,1,1,2,1,1,1,2,0,0.9530376276805245
1712,23,1,2,0,1,1,0,0,0,0.7037720844426921
1713,63,1,0,5,1,1,1,2,0,-1.3966505950128678
1714,62,0,1,0,1,0,0,2,1,0.9027551837762225
1715,44,1,1,2,0,0,0,2,0,0.5342843903509434
1716,51,1,3,0,1,1,1,2,0,-1.0610816148155975
1717,34,1,2,5,1,1,0,0,0,-1.4955843492202956
1718,48,1,1,0,1,1,0,2,0,-0.5154138492077882
1719,46,0,2,3,1,0,1,0,0,-0.2225628167273963
1720,46,0,2,0,1,0,1,1,0,0.7381955902531412
1721,54,1,3,0,1,0,0,2,0,0.849424788482336
1722,44,1,3,0,1,0,1,2,0,0.35037872285506644
1723,45,0,0,1,1,1,1,0,1,0.506711481385228
1724,69,1,1,2,0,1,0,0,0,0.8594315578247465
1725,37,1,0,2,1,0,1,2,0,0.759278590883123
1726,32,1,1,1,0,0,1,1,0,-0.21023178111389948
1727,65,1,1,0,1,0,1,0,0,-0.44305169456694865
1728,53,0,3,3,0,1,1,2,1,0.7822848155054827
1729,37,0,1,1,0,1,1,2,0,1.0934453984071955
1730,34,1,0,0,1,1,1,0,0,0.7404298798036262
1731,42,1,2,4,1,0,1,0,1,0.07302316621452283
1732,45,0,2,2,1,0,1,1,1,0.37792784889768705
1733,34,1,0,5,0,1,0,0,1,1.1319115639918826
1734,39,1,2,1,0,0,1,2,0,-0.4588768887957604
1735,38,1,1,2,0,1,1,0,1,-0.8177009660794591
1736,44,0,2,1,0,0,0,0,1,0.5298391227604782
1737,33,0,3,1,0,0,1,1,1,0.7483556065194363
1738,30,0,2,2,1,0,1,0,0,0.11177694902380948
1739,26,1,3,0,1,0,1,1,0,1.2078485041365936
1740,31,1,1,3,0,1,1,1,0,0.622240547675635
1741,30,1,0,3,0,0,1,0,0,0.5400775340488417
1742,41,0,3,5,0,2,0,1,1,0.16524472638009474
1743,43,0,0,0,1,0,1,0,0,-0.1729774267658628
1744,39,0,0,2,0,0,1,2,0,0.5200541802447577
1745,34,1,2,3,1,1,1,0,0,0.3671126246385648
1746,24,1,0,0,0,0,1,2,0,0.21800285104833414
1747,34,0,2,1,0,1,1,2,1,1.170273746711781
1748,52,0,0,5,1,0,0,2,1,0.5197397375356256
1749,39,0,3,1,1,1,1,1,1,0.8848278216424679
1750,31,0,1,3,1,2,0,0,0,0.09693869594021812
1751,31,1,2,2,0,0,0,1,0,0.4765529642663854
1752,34,0,2,3,0,1,1,0,1,-0.4259617538585333
1753,44,1,0,2,1,0,1,2,0,1.0934752396319813
1754,44,1,1,2,1,0,1,2,0,0.5609254736382219
1755,49,1,0,4,0,1,1,0,0,0.5099249825220193
1756,35,0,0,2,0,1,0,2,0,0.5890807866499671
1757,35,1,2,0,1,1,0,0,0,-0.5875519776684718
1758,50,0,0,5,0,0,1,2,1,0.10705735158635753
1759,36,1,1,4,0,0,1,2,0,1.0286897502590975
1760,29,0,1,4,0,1,0,1,0,-1.4088400325553283
1761,35,1,1,3,0,1,1,1,1,0.6340360757190133
1762,34,0,3,3,0,0,1,0,0,0.5311684238567648
1763,36,1,3,2,0,0,1,0,1,0.8464996589276546
1764,31,1,1,2,0,0,0,0,0,-1.4408559161713799
1765,64,0,1,3,1,1,1,1,1,0.45264779354542567
1766,37,0,0,2,1,0,0,0,0,1.1063650941962677
1767,34,1,0,4,0,0,1,0,0,0.5430517599998274
1768,47,0,0,3,1,1,1,2,1,-3.0160171987821207
1769,33,1,0,4,0,0,1,2,0,0.7474682352957459
1770,42,0,1,1,1,0,0,0,0,-0.2219986905337496
1771,49,1,2,4,1,0,0,0,0,0.4417039861489859
1772,33,1,2,0,1,0,1,1,0,0.14496160789500773
1773,46,0,1,4,1,0,1,2,0,0.42142207254582686
1774,42,1,0,3,0,0,1,1,1,0.6598926973189227
1775,54,0,1,0,1,1,1,2,0,-0.054040057454147826
1776,31,1,0,2,1,1,1,2,0,-0.7264541169332993
1777,46,1,2,5,1,0,1,0,0,0.35138032414537845
1778,36,1,1,4,0,1,1,0,1,0.44732359264441507
1779,43,1,1,1,1,1,1,0,0,0.7620786311712864
1780,45,0,1,2,0,1,1,0,0,-1.1777639806385112
1781,35,1,1,4,1,0,1,1,0,-1.5667560341314226
1782,50,0,3,0,1,0,1,2,1,-1.8884748638171833
1783,37,0,0,4,0,0,1,1,0,0.6988755682646305
1784,24,1,2,1,0,1,0,2,0,0.4528053772735885
1785,36,0,0,3,0,0,0,2,1,0.5690847621859579
1786,47,0,2,3,0,0,1,2,0,-0.9759490119961302
1787,40,1,2,5,0,0,0,2,1,-0.2892531369793133
1788,36,1,2,2,1,0,1,2,1,1.118721384289583
1789,54,1,0,4,0,1,0,2,1,0.03890031958121638
1790,39,1,1,5,1,0,0,2,0,0.3753141384840266
1791,54,1,2,3,0,1,1,1,0,0.5717714779493973
1792,57,0,0,0,1,0,0,2,0,-0.038899080590730294
1793,58,1,2,1,0,1,1,0,0,0.5115005136243507
1794,30,1,3,1,1,0,0,0,0,-1.2432905642427021
1795,35,1,0,3,0,0,1,2,0,-0.09122631194344812
1796,30,0,0,2,0,2,1,2,0,-0.5073430543190818
1797,44,1,2,4,0,2,1,0,1,-1.5613427662382622
1798,47,1,3,0,0,0,1,2,0,0.03886165216381319
1799,43,0,0,1,1,0,0,2,0,0.5817679065079772
1800,27,1,1,2,1,1,0,2,0,-1.2883360419871654
1801,30,0,3,2,0,0,1,0,0,-0.544147815316756
1802,44,1,2,5,1,1,1,0,0,0.42501365232269517
1803,45,0,0,1,1,0,1,0,0,-0.9977415168042115
1804,41,0,2,2,1,1,0,2,0,0.5327985692360866
1805,38,0,0,0,0,1,0,1,0,-2.6362248598565867
1806,50,1,1,1,1,0,1,1,0,0.19542421681192731
1807,41,0,2,3,0,0,1,2,1,0.06812609539180234
1808,42,1,3,3,0,0,0,2,0,0.7208789649341659
1809,29,0,1,0,1,0,0,1,0,-0.002757582545888535
1810,52,0,0,4,1,1,1,2,0,-0.3786490929264071
1811,63,1,3,1,1,1,1,2,1,0.5452150441802182
1812,27,1,1,4,0,1,1,0,0,-0.45981385797952296
1813,47,1,0,2,1,1,1,0,0,1.1176330201959164
1814,30,1,0,2,1,0,1,2,0,0.12018626786861797
1815,57,1,3,0,1,0,1,0,0,1.070800421164716
1816,46,0,0,2,1,1,0,2,0,0.036146987182711816
1817,36,0,2,2,0,0,1,2,0,1.2820523933813333
1818,51,1,0,0,0,1,1,0,0,-1.6305515047617638
1819,41,1,3,3,0,1,1,2,1,-1.6153624538972153
1820,47,0,0,4,1,0,0,2,1,1.0758615833186218
1821,36,0,1,2,1,0,1,2,0,1.082076092140687
1822,37,1,1,0,1,0,0,2,0,0.8162652556967167
1823,53,1,2,0,0,0,0,0,0,0.3273452835705128
1824,47,0,0,1,0,0,1,1,1,0.3891401756090637
1825,45,1,3,1,0,1,1,0,0,-2.2866980038702924
1826,36,1,1,2,1,2,1,1,1,0.5572355651825422
1827,33,1,0,2,0,1,1,0,0,0.5567996130785683
1828,60,1,1,0,1,0,0,2,0,-0.21736939250051615
1829,24,1,2,1,0,0,1,0,0,-0.11150708871500592
1830,29,0,3,4,1,0,1,1,0,1.2274024698056503
1831,42,1,0,3,0,0,0,1,0,1.009054032805165
1832,49,0,0,3,1,1,0,1,0,-1.2955130142944322
1833,27,1,0,3,1,0,1,1,0,0.6228159928056473
1834,25,1,1,3,1,0,0,0,0,0.5515850242240636
1835,26,1,1,1,0,0,1,0,0,0.4994077230371413
1836,54,0,3,0,0,0,1,2,0,0.520047823843933
1837,66,1,0,2,1,0,1,2,0,1.0115600864787064
1838,36,0,0,5,0,0,1,0,0,-0.06459452103308107
1839,50,0,1,5,1,1,1,0,0,0.3947153738175061
1840,35,1,2,2,1,1,0,2,0,0.33422368249689866
1841,39,0,0,1,0,0,0,2,1,0.5039259913818892
1842,45,1,1,3,1,0,1,2,0,0.38194692106838807
1843,29,1,3,3,0,2,1,1,0,-0.810174246120936
1844,56,0,2,2,0,0,1,2,1,0.16674702285020923
1845,58,1,0,4,0,1,1,2,1,0.5695535419948523
1846,61,0,3,4,0,2,1,2,1,-0.9823799624640452
1847,42,1,2,2,1,0,1,2,1,0.9362329017511133
1848,59,1,0,2,1,1,1,2,0,-1.5719479554095561
1849,24,0,3,0,0,0,0,2,0,-1.4924906374211264
1850,32,0,1,1,0,0,0,2,0,0.6804173511779985
1851,46,1,3,0,0,0,1,1,0,1.3755251612695467
1852,32,0,3,1,0,0,1,0,0,0.7364594259168614
1853,40,0,0,4,0,0,1,0,0,-2.554724209507256
1854,50,0,1,3,0,1,0,2,0,-0.07710767784140064
1855,34,0,2,1,0,2,1,2,0,0.09810646406790113
1856,32,0,1,3,1,1,1,0,0,-1.5389229313783992
1857,33,0,0,3,1,1,0,2,1,0.6816542524611411
1858,39,1,0,2,1,0,1,0,0,-0.15555866061228635
1859,35,0,0,4,1,1,1,2,0,-0.49298082702948265
1860,45,0,2,4,1,1,1,2,0,-1.4276312973359868
1861,30,0,0,2,0,0,1,2,1,0.5860528363039271
1862,37,0,3,3,0,2,0,2,0,0.04764088268551344
1863,40,0,2,0,1,0,1,2,0,-0.18150920175391824
1864,53,1,0,1,1,1,0,2,0,0.30019436963433627
1865,64,1,2,3,1,0,1,1,0,-0.04774822787019994
1866,44,1,1,2,0,1,1,2,0,-1.487930889699002
1867,62,1,2,1,1,1,1,2,1,-0.2871874550980768
1868,36,1,2,2,1,1,0,1,1,0.8555628872990612
1869,34,1,2,4,0,0,1,0,1,0.35949611974268836
1870,44,1,0,0,1,0,1,0,1,-0.12738664408633016
1871,39,1,2,4,0,0,0,1,0,-0.08762716689334617
1872,42,1,3,3,1,0,1,1,0,0.34651798699092545
1873,34,1,1,4,1,1,0,1,0,-2.2474907774100967
1874,47,1,3,3,0,1,0,2,0,1.0520703222843657
1875,54,0,1,1,0,1,0,1,1,0.5671677224133241
1876,45,1,0,4,1,1,0,1,0,-2.2478823374778214
1877,37,0,3,3,0,1,0,2,0,-1.5734090321217635
1878,40,0,3,3,0,1,0,1,1,-1.8180267388840612
1879,36,1,3,4,0,0,1,2,0,0.9951282209325437
1880,32,0,2,2,1,1,0,1,0,-0.8800073668919072
1881,43,1,1,1,1,1,0,2,0,0.19146955718039876
1882,35,1,2,1,1,0,1,2,0,0.49351472781269173
1883,51,1,2,4,1,0,0,2,0,0.8326822356267617
1884,47,1,3,5,1,0,0,2,0,0.20385119172277683
1885,46,0,3,3,1,2,1,1,0,-0.46983735787088343
1886,40,0,1,1,0,0,1,2,0,1.292479950959949
1887,26,1,3,0,0,0,0,0,0,0.7651918261037692
1888,63,0,0,2,1,0,0,0,1,0.8530858473555664
1889,52,1,3,2,0,1,1,0,0,0.228778030097172
1890,57,0,0,5,0,0,0,2,0,-0.4050176303663034
1891,42,0,0,0,0,1,1,0,0,-0.5880737171978773
1892,37,1,2,3,0,1,0,2,1,0.679908498902584
1893,43,0,1,3,0,1,0,0,1,0.24532004585478767
1894,35,1,0,0,1,1,1,2,0,-1.6458719990550663
1895,36,1,1,4,0,1,1,2,0,-0.6656032885040302
1896,31,1,0,2,1,0,0,2,0,1.0864159921154437
1897,45,0,2,5,1,0,1,0,0,0.1686897344173536
1898,38,1,2,5,0,0,1,2,0,0.14581738229170774
1899,54,0,3,3,0,1,0,2,0,-0.147226496529537
1900,32,0,1,0,0,1,0,2,0,0.6229567639640535
1901,36,1,1,3,1,0,1,0,0,-0.9333967790006572
1902,58,0,1,3,1,0,1,1,0,0.7890746087617018
1903,56,0,0,3,1,1,1,0,1,0.8642044299809635
1904,40,0,0,3,1,0,0,0,0,0.45647311680138586
1905,37,0,2,2,1,1,0,1,0,0.266648686494166
1906,41,0,3,3,1,0,1,1,1,-0.07085794142405391
1907,44,0,0,2,1,2,1,2,0,-0.8283583504818578
1908,47,0,3,3,0,2,1,0,0,0.44617965052180075
1909,41,1,3,4,0,1,0,2,0,0.33009537203512773
1910,38,1,0,4,0,1,0,2,0,0.5103247329810854
1911,41,1,1,2,0,1,1,2,0,-1.9478107480267868
1912,30,0,2,3,0,0,1,2,0,0.8875826045919563
1913,39,0,0,0,1,1,1,0,0,1.1425920402877447
1914,61,1,1,2,1,1,1,2,0,1.419606600733904
1915,49,1,1,0,0,0,1,0,0,1.071300380644128
1916,33,1,2,5,0,0,0,0,0,0.8434496120292896
1917,46,1,1,2,1,1,1,2,0,-0.29157807709291683
1918,45,0,2,3,1,1,1,1,0,0.9587723910177411
1919,40,1,3,4,1,1,0,2,1,0.14138374280651567
1920,37,1,1,0,0,1,1,0,0,-1.2066209488636221
1921,51,1,1,3,1,1,0,2,0,0.4904026248817217
1922,43,1,2,1,1,0,1,1,0,-0.15793463593600734
1923,47,1,3,3,1,1,0,0,0,-0.4283067503883051
1924,42,0,2,3,1,0,1,2,0,-1.0414039969290565
1925,56,1,0,1,0,0,0,2,0,0.12784130082283657
1926,50,1,0,1,0,1,0,0,0,0.5015081128873784
1927,34,1,3,0,1,0,1,1,0,1.030336748756446
1928,41,0,1,2,1,1,0,1,1,-0.24634606959342176
1929,49,0,3,0,1,0,1,2,1,0.6198687754936212
1930,43,0,2,4,1,1,0,1,0,0.15781422901026365
1931,34,0,2,0,1,0,1,2,0,0.2823061583896587
1932,28,1,2,2,0,0,1,1,0,0.6485740086207075
1933,36,0,2,4,0,0,1,0,1,0.9319202405830777
1934,40,0,2,2,1,1,1,2,0,0.5033973027473038
1935,27,0,1,0,1,0,0,1,0,-2.2377481389512264
1936,40,0,1,3,1,2,1,2,0,0.3345227221521677
1937,45,1,2,3,1,1,1,2,0,-2.555815674906918
1938,35,1,1,4,0,0,1,2,0,0.40317951448673045
1939,31,0,1,3,1,0,1,1,0,1.1196053802518424
1940,31,0,2,4,1,0,1,1,0,-3.0472869704151613
1941,29,0,1,2,0,1,0,2,0,0.3030872997794948
1942,45,0,1,4,1,1,1,2,0,0.7806402900577558
1943,66,0,2,4,1,1,0,2,1,0.2915144154983006
1944,40,0,3,4,0,0,1,2,1,0.5687288377359808
1945,52,1,2,1,1,0,1,1,0,0.7438426834393543
1946,41,0,3,1,1,0,1,2,0,-1.7335505964977205
1947,40,0,2,1,1,0,0,2,1,0.4607984495184245
1948,39,1,1,2,0,1,1,2,1,0.7726225876083173
1949,56,1,0,3,1,0,1,1,1,0.23790811247153854
1950,41,1,2,2,0,1,0,2,0,-0.5737894787125486
1951,42,1,0,1,1,0,1,2,0,1.1261957211752454
1952,31,0,2,2,0,0,1,0,0,-0.5003511920059727
1953,38,1,3,4,0,1,0,0,1,0.03907292490838366
1954,39,0,1,0,1,1,1,2,0,-1.3921198698677246
1955,25,1,1,3,0,1,0,2,0,0.43437103168355723
1956,45,1,1,3,1,1,1,0,0,-0.7627898454598232
1957,39,1,1,4,0,2,1,0,1,0.7997361339134367
1958,47,0,1,4,0,1,0,2,0,-0.03522796904676888
1959,30,1,0,0,1,0,0,2,0,0.8461385432443084
1960,40,1,0,4,0,0,0,1,0,0.7766581501659989
1961,43,0,1,4,1,1,0,1,1,0.7637280654120905
1962,48,1,3,4,1,0,1,1,0,-2.13771119179676
1963,43,1,2,1,1,1,0,2,0,-2.34141371491075
1964,47,0,1,3,1,0,0,2,0,0.6770664254513037
1965,45,1,3,3,0,1,1,0,0,-0.24909421897561032
1966,68,1,1,1,0,0,1,2,1,-0.5745930892286479
1967,25,1,2,0,0,1,1,2,0,-0.08358399001704626
1968,38,1,3,1,1,2,0,1,1,0.44720665717056746
1969,34,1,2,1,1,1,1,2,0,0.7096639878425748
1970,52,0,0,5,1,0,0,0,0,1.0188347465017
1971,40,0,1,1,0,0,1,1,0,-2.2611493320357927
1972,37,1,2,2,1,0,1,2,0,-1.5221829316006195
1973,55,1,0,2,1,1,1,2,0,0.4040190243629457
1974,50,1,0,4,0,0,1,0,0,0.4714494418839537
1975,44,1,1,4,0,0,1,2,0,0.4081432883122095
1976,46,0,3,2,0,1,0,2,0,-1.5227455529148943
1977,47,1,1,3,1,1,1,2,1,0.25749308252865405
1978,45,0,1,3,0,1,1,2,0,0.3521703328322041
1979,27,0,0,4,1,0,0,1,0,-2.756342283061288
1980,37,1,2,3,0,0,1,2,0,-0.07312961270162154
